IP,Detected,Suspicious,Engines_Detected,Country
189.195.123.18,10,1,N/A,MX
190.1.1.197,8,2,N/A,AR
190.128.171.250,8,2,N/A,PY
190.210.182.179,16,1,N/A,AR
192.99.121.203,9,2,N/A,CA
192.241.157.126,11,1,N/A,US
193.8.210.223,11,2,N/A,RU
193.254.3.18,10,1,N/A,RU
194.5.176.13,11,1,N/A,IR
194.32.149.19,8,1,N/A,HK
195.19.4.22,10,1,N/A,RU
196.11.82.5,14,0,N/A,MW
197.255.225.96,9,1,N/A,KM
198.46.215.219,11,1,N/A,US
198.199.109.204,14,1,N/A,US
201.217.159.155,13,1,N/A,UY
202.29.229.132,10,1,N/A,TH
202.88.241.158,11,1,N/A,IN
203.94.64.88,11,1,N/A,LK
203.243.54.141,14,1,N/A,KR
204.48.27.25,11,1,N/A,US
206.42.56.228,11,1,N/A,BR
206.81.2.232,13,1,N/A,US
206.81.21.169,11,1,N/A,DE
206.189.49.176,11,1,N/A,DE
206.189.84.245,11,1,N/A,SG
206.189.130.185,11,1,N/A,IN
206.217.131.233,11,1,N/A,US
206.253.166.253,9,1,N/A,CA
207.154.230.215,11,1,N/A,DE
207.226.217.98,10,1,N/A,HK
207.249.96.168,11,2,N/A,MX
209.38.252.36,10,1,N/A,DE
209.97.147.143,11,1,N/A,US
209.141.56.130,5,2,N/A,US
209.141.60.201,10,1,N/A,US
210.87.195.112,11,1,N/A,KR
210.87.195.136,10,1,N/A,KR
210.90.179.116,11,1,N/A,KR
211.37.149.4,11,1,N/A,KR
211.195.100.243,10,1,N/A,KR
211.210.152.106,15,1,N/A,KR
211.253.37.225,9,1,N/A,KR
211.253.133.48,12,2,N/A,KR
212.1.213.13,5,2,N/A,US
212.33.243.22,9,1,N/A,RU
213.108.200.11,10,1,N/A,RU
213.176.28.69,7,1,N/A,IR
213.202.252.179,7,1,N/A,DE
217.144.54.154,6,1,N/A,HU
218.60.95.59,11,0,N/A,CN
218.92.0.90,6,1,N/A,CN
218.92.0.104,5,1,N/A,CN
218.150.99.145,17,1,N/A,KR
219.248.62.106,8,1,N/A,KR
219.249.140.30,10,1,N/A,KR
222.85.188.84,10,1,N/A,CN
222.168.30.19,14,0,N/A,CN
223.177.188.203,4,3,N/A,IN
223.197.186.7,11,1,N/A,HK
1.22.54.70,11,1,N/A,IN
1.32.216.76,10,1,N/A,SG
1.145.42.243,6,3,N/A,AU
2.42.197.250,10,1,N/A,IT
5.2.74.135,11,1,N/A,NL
5.34.194.238,5,2,N/A,IR
5.255.126.150,5,1,N/A,NL
8.212.179.51,8,1,N/A,PH
8.213.19.224,10,1,N/A,SA
8.213.19.235,12,1,N/A,SA
8.213.25.252,10,1,N/A,SA
8.222.174.229,11,1,N/A,SG
8.222.226.163,7,1,N/A,SG
8.222.247.46,9,1,N/A,SG
8.222.255.233,9,1,N/A,SG
12.238.55.163,10,1,N/A,US
14.43.64.15,11,1,N/A,KR
14.225.206.100,6,2,N/A,VN
20.204.82.86,9,1,N/A,IN
20.254.140.101,8,2,N/A,GB
23.224.143.38,8,2,N/A,US
23.224.189.142,7,2,N/A,US
23.224.232.55,10,1,N/A,US
23.224.232.62,10,1,N/A,US
27.254.137.144,10,1,N/A,TH
27.254.235.3,10,1,N/A,TH
31.220.57.86,9,2,N/A,US
34.31.212.171,4,2,N/A,US
34.82.167.19,10,1,N/A,US
34.92.143.190,10,1,N/A,HK
34.101.117.83,9,1,N/A,ID
34.101.240.144,10,1,N/A,ID
34.128.108.103,10,1,N/A,ID
34.159.227.146,10,1,N/A,DE
34.163.233.126,6,1,N/A,FR
35.186.145.141,11,1,N/A,SG
35.194.163.185,10,1,N/A,TW
35.199.95.142,10,1,N/A,BR
35.199.97.42,9,1,N/A,BR
36.56.10.250,11,1,N/A,CN
36.83.64.121,4,3,N/A,ID
36.92.214.178,11,1,N/A,ID
36.95.227.3,10,1,N/A,ID
37.32.21.13,10,1,N/A,IR
40.114.242.120,6,1,N/A,NL
41.59.100.34,11,1,N/A,TZ
41.72.219.102,12,1,N/A,KE
41.191.116.18,11,1,N/A,ZM
41.209.43.93,10,1,N/A,KE
43.128.95.37,10,1,N/A,SG
43.128.233.179,11,1,N/A,JP
43.130.48.196,10,1,N/A,US
43.131.27.151,10,1,N/A,DE
43.131.229.221,11,2,N/A,KR
43.131.244.252,12,1,N/A,KR
43.133.34.99,10,1,N/A,SG
43.134.18.235,6,2,N/A,SG
43.134.18.237,10,1,N/A,SG
43.134.74.116,9,1,N/A,SG
43.134.100.206,9,1,N/A,SG
43.134.168.80,12,1,N/A,SG
43.134.202.163,11,1,N/A,HK
43.135.129.168,10,1,N/A,US
43.135.156.180,9,2,N/A,US
43.135.169.91,9,2,N/A,US
43.135.172.127,12,1,N/A,US
43.153.20.244,11,2,N/A,US
43.153.44.198,12,1,N/A,US
